,ら戳,Θユ计,Θユ掸计,Θユ肂,㏄秨絃基,㏄程蔼基,㏄程基,㏄Μ絃基,㏄5らА絬,㏄10らА絬,㏄20らА絬,㏄RSV,㏄K,㏄D,㏄MACD,㏄signal,㏄MACD-OSC,㏄瓂,㏄い禸,㏄瓂,把σ夹,把σ夹,把σ夹,把σ夹
484,20240308,30605795,27077,2548695650,79.6,87.7,79.1,80.2,79.32,77.56,78.36,50.33,51.4,43.49,320.54,373.07,-52.53,90.49,78.36,66.23,16534.165,14071.63,0.94865,18.07
485,20240315,75575753,57983,6853730209,81.2,95.5,81.2,88.6,81.26,78.52,79.44,69.87,57.56,48.18,380.15,374.48,5.66,91.17,79.44,67.71,52085.992,23489.761,0.60236,0
486,20240322,22269887,18549,1987998969,90,93,86.1,88.5,83.02,79.96,80.46,67.44,60.85,52.4,421.71,383.93,37.79,91.6,80.46,69.32,8777.912,13491.975,0.67067,4.19
487,20240329,22038845,18635,1982219194,88.4,92.9,86,91.5,85.52,81.69,81.4,80.68,67.46,57.42,473.41,401.82,71.58,92.94,81.39,69.85,14284.437,7754.408,0.64143,2.76
488,20240403,16933591,13982,1520047909,93.8,94.4,86.6,89.4,87.64,83.12,81.99,70.53,68.48,61.11,491.76,419.81,71.95,93.89,81.99,70.09,4264.756,12668.835,0.72287,10.6
489,20240412,12199039,11473,1102435726,89.7,92.5,88.4,91.4,89.88,84.6,82.62,77.09,71.35,64.52,516.49,439.15,77.34,95.1,82.61,70.13,7893.496,4305.543,1.08518,42.49
490,20240419,14004325,17778,1247598978,90.7,91.5,85.6,88.4,89.84,85.55,82.43,60.34,67.68,65.57,506.05,452.53,53.52,94.45,82.43,70.41,4942.703,9061.622,1.07663,80.85
491,20240426,7594941,7540,676926447,89.1,90.9,86.4,90,90.14,86.58,82.35,69.27,68.21,66.45,504.87,463,41.87,94.12,82.34,70.57,4487.92,3107.021,1.34991,100
492,20240503,14893477,16300,1390196229,91.2,96.1,90.6,93.7,90.58,88.05,82.78,85.88,74.1,69,527.7,475.94,51.76,95.52,82.78,70.04,10287.247,4606.23,0.76347,21.55
493,20240510,105311650,45269,11098837322,97.8,113.5,96.8,100.5,92.8,90.22,83.88,59.75,69.32,69.11,593.82,499.51,94.31,98.6,83.87,69.15,62944.894,42366.756,0.71546,15.13
494,20240517,18065254,15791,1744683169,100,101,93.7,94.7,93.46,91.67,84.62,32.62,57.09,65.1,592.59,518.13,74.46,99.94,84.61,69.29,3686.787,14378.467,0.79181,25.34
495,20240524,14231735,12576,1352950905,95,97.6,93.1,93.6,94.5,92.17,85.34,28.67,47.62,59.27,576.1,529.72,46.38,100.92,85.34,69.77,5584.605,8647.13,0.84843,32.92
496,20240531,44071449,32714,4591557886,94.3,110.5,93.7,109.5,98.4,94.27,87.12,85.66,60.3,59.61,683.45,560.47,122.98,105.04,87.11,69.19,40379.6,3691.849,0.61356,1.5
497,20240607,44706447,38480,5108105786,111,120,108.5,111,101.86,96.22,88.96,73.84,64.81,61.34,771.73,602.72,169.01,108.67,88.95,69.24,23721.788,20984.659,0.65013,4.97
498,20240614,19253122,15631,2217349520,115.5,118,111,117,105.16,98.98,91.05,91.28,73.63,65.44,879.97,658.17,221.8,113.19,91.05,68.91,13024.171,6228.951,0.47821,0
499,20240621,20261212,16749,2375516412,117,123,112.5,113.5,108.92,101.19,92.9,74.04,73.77,68.22,926.84,711.93,214.91,116.03,92.9,69.76,8104.485,12156.727,0.50525,3.1
500,20240628,8872787,8378,974476718,114,115,106.5,108,111.8,103.15,94.35,53.7,67.08,67.84,909.11,751.37,157.75,117.45,94.35,71.25,1928.867,6943.92,0.99006,58.72
501,20240705,8308294,7409,929960125,109,117,107,114,112.7,105.55,96.06,69.9,68.02,67.9,932.72,787.64,145.09,119.64,96.06,72.49,5711.952,2596.342,0.97068,56.5
502,20240712,8741413,9622,935991072,114.5,115.5,103,105,111.5,106.68,97.36,39.8,58.61,64.8,868.8,803.87,64.93,119.88,97.36,74.85,1639.015,7102.398,1.65663,100
